source_file,placemark_id,name,description,geometry_type,longitude,latitude,altitude,coordinates,lookat_longitude,lookat_latitude,lookat_altitude,lookat_heading,lookat_tilt,lookat_range,gx_mid,gx_fid
nashik_kumbh_chokepoints_parking_map.kml,,Dwarka Circle / Dwarka Chowk,"Category: Traffic choke point | Status: confirmed 2027 project | Risk: very high | Source: https://www.freepressjournal.in/pune/centre-approves-214-crore-fornashiks-dwarka-chowk-upgrade | Note: Vital artery connecting Mumbai-Agra NH, Nashik Road, Panchavati, city centre and industrial routes; specifically upgraded for Kumbh readiness.",Point,73.79564,19.98695,0,"73.79564,19.98695,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Talwade,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.5553417,19.9736973,0,"73.5553417,19.9736973,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Mahamarg Bus Stand,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.7829469,19.9888004,0,"73.7829469,19.9888004,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Satpur Bus Stand,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.7319231,19.9912276,0,"73.7319231,19.9912276,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Sharad Chandra Pawar Market,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.7905,20.0185,0,"73.7905,20.0185,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Nilgiri Baug,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.8176,20.0132,0,"73.8176,20.0132,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Lakshmi Narayan Trust Hanuman Nagar,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.8038,20.0224,0,"73.8038,20.0224,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Sinnar Bypass Market Yard,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.858,19.932,0,"73.858,19.932,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Brahma Valley,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.574,19.9264,0,"73.574,19.9264,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Pegalwadi,Category: Transfer node | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical inner bus stand / shuttle transfer node.,Point,73.5537531,19.9393065,0,"73.5537531,19.9393065,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Peth Road parking belt,"Category: Parking belt | Status: under joint survey | Risk: high | Source: https://www.freepressjournal.in/pune/nashik-simhastha-2027-ntkma-orders-joint-survey-of-parking-sites | Note: Large parking parcel belt under NMC/PWD/NTKMA physical verification; use as search area, not a final point.",Point,73.7775,20.0305,0,"73.7775,20.0305,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Dindori Road parking belt,"Category: Parking belt | Status: under joint survey | Risk: high | Source: https://www.freepressjournal.in/pune/nashik-simhastha-2027-ntkma-orders-joint-survey-of-parking-sites | Note: Large parking parcel belt under NMC/PWD/NTKMA physical verification; use as search area, not a final point.",Point,73.8032903,20.0344735,0,"73.8032903,20.0344735,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Dhule Road parking belt,"Category: Parking belt | Status: under joint survey | Risk: high | Source: https://www.freepressjournal.in/pune/nashik-simhastha-2027-ntkma-orders-joint-survey-of-parking-sites | Note: Large parking parcel belt under NMC/PWD/NTKMA physical verification; use as search area, not a final point.",Point,73.833,20.04,0,"73.833,20.04,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Pune Road parking belt,"Category: Parking belt | Status: under joint survey | Risk: high | Source: https://www.freepressjournal.in/pune/nashik-simhastha-2027-ntkma-orders-joint-survey-of-parking-sites | Note: Large parking parcel belt under NMC/PWD/NTKMA physical verification; use as search area, not a final point.",Point,73.8592833,18.7572012,0,"73.8592833,18.7572012,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Mumbai Road parking belt,"Category: Parking belt | Status: under joint survey | Risk: high | Source: https://www.freepressjournal.in/pune/nashik-simhastha-2027-ntkma-orders-joint-survey-of-parking-sites | Note: Large parking parcel belt under NMC/PWD/NTKMA physical verification; use as search area, not a final point.",Point,73.8638745,20.0361024,0,"73.8638745,20.0361024,0",,,,,,,,
